"10047"	"Frag: Gibt es einen Coiffeur?"	"10047.wav"	"where is the grocery store"	"there is a coiffeur*v"	"incorrect"	"incorrect"
"10050"	"Frag: Wo ist der Coiffeur?"	"10050.wav"	"where is the tower"	"where is the coiffeur*v"	"incorrect"	"incorrect"
"10051"	"Frag: 1 Musical-Ticket"	"10051.wav"	"do you have one musical ticket"	"do you have one musical ticket"	"correct"	"correct"
"10052"	"Frag: ein Ticket für Montagabend"	"10052.wav"	"do you have a ticket for monday evening"	"do have a ticket for monday evening"	"incorrect"	"correct"
"10053"	"Frag: ein Ticket für Mamma Mia"	"10053.wav"	"have a ticket for mamma mia"	"have a ticket for mamma mia"	"incorrect"	"correct"
"10055"	"Sag: Ich möchte in der zweiten Reihe sitzen"	"10055.wav"	"i want to sit in the second row"	"i want to sit in the second row"	"correct"	"correct"
"10056"	"Frag: Tickets für das British Museum"	"10056.wav"	"have a ticket for the british museum"	"you*z have a ticket for the british museum"	"incorrect"	"incorrect"
"10057"	"Frag: 2 Tickets"	"10057.wav"	"do you have two tickets"	"do you have two tickets"	"correct"	"correct"
"10059"	"Frag: 3 Musical-Tickets"	"10059.wav"	"do you have three tickets for the musical"	"do you have three tickets for the musical"	"correct"	"correct"
"10061"	"Frag: ein Ticket für Freitagabend"	"10061.wav"	"do you have a ticket for friday evening"	"do you have a ticket for friday evening"	"correct"	"correct"
"10062"	"Frag: ein Ticket für Freitagabend"	"10062.wav"	"i would like to go on friday evening"	"i would like to go on friday evening"	"correct"	"correct"
"10063"	"Frag: ein Ticket für Freitagabend"	"10063.wav"	"do you have a ticket for friday evening"	"do you have a ticket for friday evening"	"correct"	"correct"
"10065"	"Sag: Ich möchte in der zweiten Reihe sitzen"	"10065.wav"	"i want to sit in the second row"	"i want to sit in the second row*z"	"correct"	"correct"
"10067"	"Frag: Tickets für das Naturhistorische Museum"	"10067.wav"	"do you have a ticket for the natural history museum"	"do you have a ticket for the natural history museum"	"correct"	"correct"
"10068"	"Frag: 4 Tickets"	"10068.wav"	"do you have four tickets"	"do you have four tickets"	"correct"	"correct"
"10069"	"Sag: Ich habe keine Reservation"	"10069.wav"	"no i don't have a reservation"	"no i don't have a reservation"	"correct"	"correct"
"10070"	"Frag: Zimmer für 5 Nächte"	"10070.wav"	"do you have a room for five nights"	"do you have a room for five nights"	"correct"	"correct"
"10072"	"Frag: Einzelzimmer"	"10072.wav"	"do you have a single room"	"do you have a single room"	"correct"	"correct"
"10073"	"Sag: Ich möchte mit Postkarte bezahlen"	"10073.wav"	"i would like to buy with the post card"	"i would like to buy*z with the post card"	"incorrect"	"correct"
"10074"	"Frag: Gibt es ein Hotelrestaurant?"	"10074.wav"	"is there a hotel restaurant"	"is there a hotel*z restaurant"	"correct"	"correct"
"10075"	"Frag: Wo ist das Hotelrestaurant?"	"10075.wav"	"where is the hotel restaurant"	"where is the hotel restaurant"	"correct"	"correct"
"10077"	"Frag: 4 Musical-Tickets"	"10077.wav"	"i have four tickets for the musical"	"have four tickets for the musical"	"incorrect"	"correct"
"10078"	"Frag: 4 Musical-Tickets"	"10078.wav"	"do you have four tickets for the musical"	"do you have four tickets for the musical"	"correct"	"correct"
"10079"	"Frag: ein Ticket für Montagabend"	"10079.wav"	"do you have a ticket for monday evening"	"do you have a ticket for monday evening"	"correct"	"correct"
"10080"	"Frag: 4 Tickets für Starlight Express"	"10080.wav"	"do you have four tickets for starlight express"	"do you have four tickets for starlight express"	"correct"	"correct"
"10083"	"Frag: 4 Tickets"	"10083.wav"	"do you have four tickets"	"do you have four tickets"	"correct"	"correct"
"10084"	"Frag: 3 Musical-Tickets"	"10084.wav"	"do you have three tickets for the musical"	"do you have three ticket for the musical"	"correct"	"correct"
"10087"	"Frag: ein Ticket für morgen Abend"	"10087.wav"	"have a ticket for morning evening"	"have a ticket for morning evening"	"incorrect"	"incorrect"
"10089"	"Frag: 3 Tickets für Wicked"	"10089.wav"	"do you have three tickets for wicked"	"do you have three tickets for wicked"	"correct"	"correct"
"10092"	"Frag: Tickets für das British Museum"	"10092.wav"	"do you have tickets for the british museum"	"do you have tickets for the british museum"	"correct"	"correct"
"10093"	"Frag: 3 Tickets"	"10093.wav"	"do you have three tickets"	"do you have three tickets"	"correct"	"correct"
"10094"	"Frag: 3 Tickets"	"10094.wav"	"three tickets please"	"three tickets please"	"correct"	"correct"
"10095"	"Frag: 3 Tickets"	"10095.wav"	"do you have three tickets please"	"do you have three tickets please"	"correct"	"correct"
"10097"	"Frag: Zimmer für 6 Nächte"	"10097.wav"	"do you have a room for six nights"	"do you have a room for six nights"	"correct"	"correct"
"10098"	"Frag: Suite"	"10098.wav"	"do you have a suite"	"do you have a suite"	"correct"	"correct"
"10099"	"Sag: Ich möchte mit Kreditkarte bezahlen"	"10099.wav"	"i would like to buy with the credit card"	"i would like to buy with the credit card"	"incorrect"	"correct"
"10101"	"Frag: Wo ist der Coiffeur?"	"10101.wav"	"where is the tower"	"where is the coiffeur*v"	"incorrect"	"incorrect"
"10103"	"Frag: ein Steak"	"10103.wav"	"i would like a tea"	"i would like a steak*v"	"incorrect"	"incorrect"
"10104"	"Frag: ein Steak"	"10104.wav"	"i would like the steak"	"i would like the steak"	"correct"	"correct"
"10105"	"Frag: mein Steak rare"	"10105.wav"	"i would like my steak rare"	"i would like my steak rare"	"correct"	"correct"
"10106"	"Frag: Karroten"	"10106.wav"	"i would like the carrots"	"i would like the carrots"	"correct"	"correct"
"10108"	"Frag: Ich möchte die Dessertkarte"	"10108.wav"	"i would like the dessert card"	"i would like the dessert card"	"incorrect"	"correct"
"10111"	"Frag: ein Wasser mit Kohlensäure"	"10111.wav"	"i would like a sparkling water"	"i would like a sparkling water"	"correct"	"correct"
"10112"	"Frag: ein Steak"	"10112.wav"	"i would like the steak"	"i would like the steak*z"	"incorrect"	"correct"
"10113"	"Frag: ein Steak"	"10113.wav"	"i would like the steak"	"i would like the steak"	"correct"	"correct"
"10116"	"Frag: Wo ist der Lift?"	"10116.wav"	"where is the elevator"	"where is the elevator"	"correct"	"correct"
"10117"	"Sag: Ich habe keine Reservation"	"10117.wav"	"i have a reservation"	"i have a reservation"	"incorrect"	"incorrect"
"10118"	"Sag: Ich habe keine Reservation"	"10118.wav"	"i don't have a reservation"	"i don't have a reservation"	"correct"	"correct"
"10119"	"Sag: Ich habe keine Reservation"	"10119.wav"	"i do not have a reservation"	"i do not have a reservation"	"correct"	"correct"
"10121"	"Frag: Zimmer für 5 Nächte"	"10121.wav"	"a room for five nights"	"a room for five nights"	"correct"	"correct"
"10122"	"Frag: Twinzimmer"	"10122.wav"	"a twin room"	"a twin room"	"correct"	"correct"
"10123"	"Sag: Ich möchte mit Visa bezahlen"	"10123.wav"	"i would like to pay with visa"	"i'd like to pay with the visa"	"incorrect"	"correct"
"10124"	"Frag: Gibt es einen Coiffeur?"	"10124.wav"	"is there a hairdresser"	"is there a hairdresser"	"correct"	"correct"
"10126"	"Frag: Doppelzimmer"	"10126.wav"	"a double room"	"a double room"	"correct"	"correct"
"10127"	"Frag: Doppelzimmer"	"10127.wav"	"a room for two"	"a room for two"	"incorrect"	"correct"
"10128"	"Frag: Doppelzimmer"	"10128.wav"	"a twin room"	"a twin room"	"correct"	"correct"
"10129"	"Sag: Ich möchte mit Visa bezahlen"	"10129.wav"	"i'd like to pay with visa"	"i'd like to pay with visa"	"correct"	"correct"
"10131"	"Frag: Wo ist das Fitnessstudio?"	"10131.wav"	"where is the gym"	"where is the gym"	"correct"	"correct"
"10132"	"Sag: Mein Badezimmer ist dreckig"	"10132.wav"	"my bathroom is dirty"	"my bathroom is dirty"	"correct"	"correct"
"10133"	"Sag: Im Zimmer hat es kein Duschgel"	"10133.wav"	"there isn't a shower gel in the room"	"there isn't a shower gel*z in the room"	"incorrect"	"correct"
"10134"	"Sag: Ich habe keine Reservation"	"10134.wav"	"i do not have a reservation"	"i do not have a reservation"	"correct"	"correct"
"10136"	"Frag: Zimmer für 6 Nächte"	"10136.wav"	"a room for six nights"	"a room for six nights"	"correct"	"correct"
"10137"	"Frag: Suite"	"10137.wav"	"a suite"	"a suite"	"correct"	"correct"
"10138"	"Frag: Suite"	"10138.wav"	"a suite"	"a suite"	"correct"	"correct"
"10140"	"Sag: Ich möchte mit Kreditkarte bezahlen"	"10140.wav"	"i'd like to pay with the credit card"	"i'd like to pay with the credit card"	"incorrect"	"correct"
"10142"	"Frag: Gibt es einen Lift?"	"10142.wav"	"is there an elevator"	"is there an elevator"	"correct"	"correct"
"10143"	"Frag: Wo ist der Lift?"	"10143.wav"	"where is the elevator"	"where is the elevator"	"correct"	"correct"
"10144"	"Sag: Das Badezimmer ist dreckig"	"10144.wav"	"the bathroom is dirty"	"the bathroom is dirty"	"correct"	"correct"
"10145"	"Sag: Im Zimmer hat es kein Duschgel"	"10145.wav"	"it doesn't have a douche"	"it dos*a it doesn't have a douche*v euh"	"incorrect"	"incorrect"
"10147"	"Sag: Ich möchte am Montagabend abreisen"	"10147.wav"	"i'd like to leave at monday evening"	"i'd like to leave at monday evening"	"incorrect"	"correct"
"10148"	"Sag: Ich heisse Janet"	"10148.wav"	"i'm called janet"	"i'm called janet*z"	"correct"	"correct"
"10149"	"Sag: Ich heisse Janet"	"10149.wav"	"i am called janet"	"i am called janet*z"	"correct"	"correct"
"10150"	"Sag: Ich heisse Janet"	"10150.wav"	"my name is janet"	"my name is janet*z"	"correct"	"correct"
"10152"	"Frag: 4 Tickets nach London"	"10152.wav"	"four tickets to london"	"four tickets to london"	"correct"	"correct"
"10153"	"Sag: Ich möchte am Donnerstagmorgen abreisen"	"10153.wav"	"i'd like to leave on thursday morning"	"i'd like to leave on thursday morning"	"correct"	"correct"
"10154"	"Sag: Ich heisse John"	"10154.wav"	"my name is john"	"my name is john"	"correct"	"correct"
"10155"	"Sag: Ich bin aus England"	"10155.wav"	"i come from england"	"i come from england"	"correct"	"correct"
"10157"	"Sag: Ich möchte am Dienstagabend abreisen"	"10157.wav"	"i'd like to leave at tuesday evening"	"i'd like to leave at tuesday evening"	"incorrect"	"correct"
"10158"	"Sag: Ich heisse Sarah"	"10158.wav"	"my name is sarah"	"my name's sarah*z"	"correct"	"correct"
"10159"	"Sag: Ich bin aus der Schweiz"	"10159.wav"	"i come from switzerland"	"i come from switzerland"	"correct"	"correct"
"10160"	"Frag: ein Ticket zum Green Park"	"10160.wav"	"a ticket to green park"	"a ticket to green park"	"correct"	"correct"
"10162"	"Frag: ein Ticket zum Green Park"	"10162.wav"	"a ticket to the green park"	"a ticket to the green park"	"incorrect"	"correct"
"10163"	"Sag: Ich möchte mit Kreditkarte bezahlen"	"10163.wav"	"i'd like to pay with credit card"	"i'd like to pay with credit card"	"incorrect"	"correct"
"10164"	"Sag: Ich möchte mit Euros bezahlen"	"10164.wav"	"i'd like to pay with euros"	"i'd like to pay with euros"	"correct"	"correct"
"10165"	"Sag: Ich heisse Thomas"	"10165.wav"	"my name is thomas"	"my name is thomas*z"	"correct"	"correct"
"10167"	"Sag: Ich heisse Erica"	"10167.wav"	"my name is erica"	"my name is erica"	"correct"	"correct"
"10168"	"Sag: Ich bin aus England"	"10168.wav"	"i am from england"	"i am from england"	"correct"	"correct"
"10169"	"Frag: ein Ticket nach Notting Hill"	"10169.wav"	"a ticket to notting hill"	"a ticket to notting*z hill"	"correct"	"correct"
"10170"	"Frag: ein Ticket nach Notting Hill"	"10170.wav"	"a ticket to notting hill"	"a ticket to notting*z hill"	"correct"	"correct"
"10172"	"Sag: Ich möchte mit Visa bezahlen"	"10172.wav"	"i'd like to pay with with visa"	"i'd like to pay with with visa"	"correct"	"correct"
"10173"	"Sag: Ich möchte mit Euros bezahlen"	"10173.wav"	"i'd like to pay with euro"	"i'd like to pay with euros"	"incorrect"	"correct"
"10174"	"Sag: Ich möchte mit Euros bezahlen"	"10174.wav"	"i would like to pay with euros"	"i would like to pay with euros"	"correct"	"correct"
"10175"	"Sag: Ich möchte mit Euros bezahlen"	"10175.wav"	"i would like to pay with euros"	"i would like to pay with euros"	"correct"	"correct"
"10177"	"Frag: 3 Musical-Tickets"	"10177.wav"	"three musical tickets"	"three musical tickets"	"correct"	"correct"
"10178"	"Frag: 3 Musical-Tickets"	"10178.wav"	"three musical tickets"	"three musical tickets"	"correct"	"correct"
"10179"	"Frag: ein Ticket für Freitagabend"	"10179.wav"	"a ticket for friday evening"	"a ticket for friday evening"	"correct"	"correct"
"10180"	"Frag: ein Ticket für Freitagabend"	"10180.wav"	"tickets for friday evening"	"tickets for friday evening"	"correct"	"correct"
"10182"	"Frag: 3 Tickets für Starlight Express"	"10182.wav"	"three tickets for starlight express"	"three tickets for starlight express"	"correct"	"correct"
"10183"	"Frag: 3 Tickets für Starlight Express"	"10183.wav"	"three tickets for starlight express"	"three tickets for starlight express"	"correct"	"correct"
"10184"	"Frag: 3 Tickets für Starlight Express"	"10184.wav"	"three tickets for starlight express"	"three tickets for starlight express"	"correct"	"correct"
"10185"	"Sag: Ich möchte in der vierten Reihe sitzen"	"10185.wav"	"i'd like to sit in the fourth row"	"i'd like to sit in the fourth row"	"correct"	"correct"
"10187"	"Sag: Ich möchte in der vierten Reihe sitzen"	"10187.wav"	"i'd like to sit in the fourth row"	"i'd like to sit in the fourth row"	"correct"	"correct"
"10188"	"Frag: Tickets für Madame Tussauds"	"10188.wav"	"tickets for madame tussauds"	"tickets for madame tussauds"	"correct"	"correct"
"10189"	"Frag: Tickets für Madame Tussauds"	"10189.wav"	"tickets for madame tussauds"	"tickets for madame tussauds"	"correct"	"correct"
"10190"	"Frag: Tickets für Madame Tussauds"	"10190.wav"	"tickets for madame tussauds"	"tickets for madame tussauds"	"correct"	"correct"
"10192"	"Frag: 1 Musical-Ticket"	"10192.wav"	"one musical ticket"	"one musical ticket"	"correct"	"correct"
"10193"	"Frag: 1 Musical-Ticket"	"10193.wav"	"one musical ticket"	"one musical ticket"	"correct"	"correct"
"10194"	"Sag: Ich möchte am Donnerstagabend gehen"	"10194.wav"	"i'd like to go on thursday evening"	"i'd like to go on thursday evening"	"correct"	"correct"
"10195"	"Frag: ein Ticket für Mamma Mia"	"10195.wav"	"a ticket for mamma mia"	"a ticket for mamma mia"	"correct"	"correct"
"10197"	"Frag: ein Ticket für Mamma Mia"	"10197.wav"	"a ticket for mamma mia"	"a ticket for mamma mia"	"correct"	"correct"
"10199"	"Frag: 2 Musical-Tickets"	"10199.wav"	"two musical tickets"	"two musical tickets"	"correct"	"correct"
"10201"	"Sag: Ich möchte am Montagabend gehen"	"10201.wav"	"i'd like to go monday evening"	"i'd like to go monday evening"	"correct"	"correct"
"10202"	"Frag: 2 Tickets für Wicked"	"10202.wav"	"two tickets for wicked"	"two tickets for wicked"	"correct"	"correct"
"10204"	"Frag: 2 Tickets für Wicked"	"10204.wav"	"i want two tickets for wicked"	"i want two tickets for wicked"	"correct"	"correct"
"10205"	"Sag: Ich möchte in der sechsten Reihe sitzen"	"10205.wav"	"i'd like to sit in the sixth row"	"i'd like to sit in the sixth row"	"correct"	"correct"
"10206"	"Frag: Tickets für die National Gallery"	"10206.wav"	"tickets for the national gallery"	"tickets for the national gallery"	"correct"	"correct"
"10207"	"Frag: Tickets für die National Gallery"	"10207.wav"	"i want tickets for the national gallery"	"i want tickets for the national gallery"	"correct"	"correct"
"10209"	"Frag: ein Ticket zum Green Park"	"10209.wav"	"i want a ticket to the green park"	"i want a ticket to the green park"	"incorrect"	"correct"
"10210"	"Sag: Ich möchte mit Visa bezahlen"	"10210.wav"	"i would like to pay with visa"	"i would like to pay with visa"	"correct"	"correct"
"10211"	"Frag: ein Ticket zum Piccadilly Circus"	"10211.wav"	"i want a ticket to the piccadilly circus"	"i want a ticket to the piccadilly circus"	"incorrect"	"correct"
"10212"	"Sag: Ich möchte mit Kreditkarte bezahlen"	"10212.wav"	"i would like to pay with the credit card"	"i would like to pay with the credit card"	"incorrect"	"correct"
"10214"	"Sag: Ich habe nur grosse Noten"	"10214.wav"	"i only have large bills"	"i only have large bills"	"correct"	"correct"
"10215"	"Sag: Ich bezahle mit Kreditkarte"	"10215.wav"	"i pay with the credit card"	"i pay with the credit card"	"incorrect"	"correct"
"10216"	"Frag: 2 Tickets nach London"	"10216.wav"	"i want two tickets to london"	"i want two tickets to london"	"correct"	"correct"
"10217"	"Sag: Ich möchte am Donnerstagmorgen abreisen"	"10217.wav"	"i would like to leave on thursday morning"	"i would like to leave on thursday morning"	"correct"	"correct"
"10219"	"Sag: Ich bin aus Italien"	"10219.wav"	"i come from italy"	"i come from italy"	"correct"	"correct"
"10220"	"Frag: 5 Tickets nach London"	"10220.wav"	"i would like five tickets to london"	"i would like five tickets to london"	"correct"	"correct"
"10221"	"Sag: Ich möchte am Samstag abreisen"	"10221.wav"	"i would like to leave on saturday"	"i would like to leave on saturday"	"correct"	"correct"
"10222"	"Sag: Ich heisse Maddalena"	"10222.wav"	"my name is maddalena"	"my name is maddalena"	"correct"	"correct"
"10224"	"Frag: 3 Tickets nach London"	"10224.wav"	"i want three tickets to london please"	"i want three tickets to london please"	"correct"	"correct"
"10225"	"Sag: Ich möchte am Samstagnachmittag abreisen"	"10225.wav"	"i would like to leave on saturday"	"i would like to leave on saturday"	"incorrect"	"incorrect"
"10226"	"Sag: Ich möchte am Samstagnachmittag abreisen"	"10226.wav"	"i would like to leave on saturday"	"i would like to leave on saturday"	"incorrect"	"incorrect"
"10227"	"Sag: Ich möchte am Samstagnachmittag abreisen"	"10227.wav"	"i would like to leave on saturday in the afternoon"	"i would like to leave on saturday in the afternoon"	"correct"	"correct"
"10229"	"Frag: billigeres Ticket"	"10229.wav"	"i want a less expensive ticket"	"i want a less expensive ticket"	"correct"	"correct"
"10230"	"Frag: billigeres Ticket"	"10230.wav"	"i want a cheaper ticket"	"i want a cheaper ticket"	"correct"	"correct"
"10231"	"Sag: Das ist okay"	"10231.wav"	"that is okay"	"that is okay"	"correct"	"correct"
"10232"	"Sag: Ich heisse Michelle"	"10232.wav"	"my name is michelle"	"my name is michelle"	"correct"	"correct"
"10234"	"Sag: Ich heisse Mona"	"10234.wav"	"my name is mona"	"my name is mona"	"correct"	"correct"
"10235"	"Sag: Ich bin aus Deutschland"	"10235.wav"	"i come from germany"	"i come from germany"	"correct"	"correct"
"10236"	"Sag: Die Hauptstadt von Deutschland ist Berlin"	"10236.wav"	"the capital of germany is berlin"	"the capital of germany is berlin"	"correct"	"correct"
"10237"	"Sag: Ich habe 1 Bruder"	"10237.wav"	"i have one brother"	"i have one brother"	"correct"	"correct"
"10239"	"Sag: Ich gehe in die Ferien"	"10239.wav"	"i am going to the vacation"	"i am going to the vacation"	"incorrect"	"incorrect"
"10240"	"Sag: Ich gehe in die Ferien"	"10240.wav"	"i am making vacation"	"i am making vacation"	"incorrect"	"correct"
"10241"	"Sag: Dies ist mein Pass"	"10241.wav"	"yes it is my passport"	"yes it is my passport"	"correct"	"correct"
"10242"	"Sag: Ich heisse Barbara"	"10242.wav"	"my name is barbara"	"my name is barbara"	"correct"	"correct"
"10244"	"Sag: Ich heisse James"	"10244.wav"	"my name is james"	"my name is james"	"correct"	"correct"
"10245"	"Sag: Ich bin aus Kanada"	"10245.wav"	"i am from canada"	"i am from canada"	"correct"	"correct"
"10246"	"Sag: Ich heisse Paolo"	"10246.wav"	"my name is paolo"	"my name is paolo"	"correct"	"correct"
"10247"	"Sag: Ich bin aus Italien"	"10247.wav"	"i come from italy"	"i come from it*a italy"	"correct"	"correct"
"10249"	"Sag: Italien ist in Europa"	"10249.wav"	"italy is in europe"	"italy is in europe"	"correct"	"correct"
"10250"	"Sag: Das ist okay"	"10250.wav"	"that is okay"	"that is ok"	"correct"	"correct"
"10251"	"Sag: Das ist okay"	"10251.wav"	"that is okay"	"that is okay"	"correct"	"correct"
"10252"	"Sag: Das ist okay"	"10252.wav"	"this is okay"	"this is okay"	"correct"	"correct"
"10254"	"Sag: Ich habe 2 jüngere Brüder"	"10254.wav"	"i have two younger brothers"	"i have two younger brothers"	"correct"	"correct"
"10255"	"Sag: Ich gehe in die Ferien"	"10255.wav"	"i'm going to london to make vacation"	"i'm going to london to make vacation"	"incorrect"	"correct"
"10256"	"Sag: Ich gehe in die Ferien"	"10256.wav"	"i am going on holidays"	"i am going on holidays"	"incorrect"	"incorrect"
"10257"	"Sag: Dies ist mein Pass"	"10257.wav"	"this is my passport"	"this is my passport"	"correct"	"correct"
"10260"	"Frag: Doppelzimmer"	"10260.wav"	"i want a twin room"	"i want a twin room"	"incorrect"	"incorrect"
"10261"	"Frag: Doppelzimmer"	"10261.wav"	"i want a double room"	"i want a double room"	"correct"	"correct"
"10262"	"Sag: Ich möchte mit Mastercard bezahlen"	"10262.wav"	"i would like to pay with mastercard"	"i would like to pay with mastercard"	"correct"	"correct"
"10263"	"Frag: Gibt es einen Coiffeur?"	"10263.wav"	"is there a hairdresser"	"is there a hairdresser"	"correct"	"correct"
"10265"	"Sag: Ich möchte um 22 Uhr morgen abreisen"	"10265.wav"	"i would like to leave at ten o'clock in the morning tomorrow"	"i would like to leave at ten o'clock in the morning tomorrow"	"incorrect"	"incorrect"
"10266"	"Sag: Ich heisse Silvia"	"10266.wav"	"my name is silvia"	"my name is silvia*z"	"correct"	"correct"
"10268"	"Sag: Ich bin aus der Türkei"	"10268.wav"	"i come from turkey"	"i come from turkey"	"correct"	"correct"
"10269"	"Frag: 4 Tickets nach London"	"10269.wav"	"i want four tickets to london"	"i want four tickets to london"	"correct"	"correct"
"10271"	"Sag: Ich heisse Sarah"	"10271.wav"	"my name is sarah"	"my name is sarah"	"correct"	"correct"
"10272"	"Sag: Ich bin aus Frankreich"	"10272.wav"	"i come from france"	"i come from france"	"correct"	"correct"
"10273"	"Frag: 4 Tickets nach London"	"10273.wav"	"i want four tickets to london"	"i want four tickets to london"	"correct"	"correct"
"10274"	"Sag: Ich möchte um 9 Uhr morgen abreisen"	"10274.wav"	"i would like to leave at nine o'clock in the morning"	"i would like to leave at nine o'clock in the morning"	"correct"	"correct"
"10276"	"Sag: Ich möchte um 9 Uhr morgen abreisen"	"10276.wav"	"i would like to leave at nine o'clock tomorrow"	"i would like to leave at nine o'clock tomorrow"	"correct"	"correct"
"10277"	"Sag: Ich heisse Mona"	"10277.wav"	"my name is mona"	"my name is mona"	"correct"	"correct"
"10278"	"Sag: Ich bin aus der Schweiz"	"10278.wav"	"i come from switzerland"	"i come from switzerland"	"correct"	"correct"
"10279"	"Frag: 4 Tickets nach London"	"10279.wav"	"i want four tickets to london please"	"i want four tickets to london please"	"correct"	"correct"
"10281"	"Sag: Ich heisse Nick"	"10281.wav"	"my name is nick"	"my name is nick"	"correct"	"correct"
"10282"	"Sag: Ich bin aus Deutschland"	"10282.wav"	"i come from germany"	"i come from germany"	"correct"	"correct"
"10283"	"Frag: Zimmer für 6 Nächte"	"10283.wav"	"i want a room for six nights"	"i want a room for six nights"	"correct"	"correct"
"10284"	"Frag: Twinzimmer"	"10284.wav"	"i want a twin room"	"i want a twin room"	"correct"	"correct"
